FULL DATASET MINING RESULTS (30 Features)
Execution Time: 890.3070 seconds
Total Rules Found: 374859
Phishing Specific Rules: 954
--------------------------------------------------
                                                                                                                                                    antecedents        consequents  antecedent support  consequent support   support  confidence      lift  representativity  leverage  conviction  zhangs_metric   jaccard  certainty  kulczynski    cosine  all_confidence  max_confidence  chi_square_score
205856                                                                                        (Links_in_tags_greater_than_%81_Anchor, DNSRecord_Has_DNS_Record)  (Result_Phishing)            0.247399            0.443057  0.152691    0.617185  1.393013               1.0  0.043079    1.454860       0.374875  0.283936   0.312648    0.480908  0.461195        0.344630        0.617185        446.535057
309959                                                      (Shortining_Service_No_Shortining, Domain_registeration_length_Domain_LongTerm, RightClick_Enabled)  (Result_Phishing)            0.288738            0.443057  0.178200    0.617168  1.392975               1.0  0.050272    1.454796       0.396636  0.321895   0.312618    0.509686  0.498225        0.402205        0.617168        551.331412
310017                                      (Iframe_No_IFrame, double_slash_redirecting_last_position_less_than_7, Domain_registeration_length_Domain_LongTerm)  (Result_Phishing)            0.272818            0.443057  0.168340    0.617042  1.392692               1.0  0.047466    1.454319       0.387752  0.307451   0.312393    0.498497  0.484196        0.379951        0.617042        508.793121
310234                              (double_slash_redirecting_last_position_less_than_7, Domain_registeration_length_Domain_LongTerm, Favicon_Favicon_Internal)  (Result_Phishing)            0.253460            0.443057  0.156309    0.616702  1.391924               1.0  0.044012    1.453029       0.377167  0.289350   0.311782    0.484750  0.466445        0.352797        0.616702        458.636626
310485                                                     (Shortining_Service_No_Shortining, Domain_registeration_length_Domain_LongTerm, URL_Length_long_URL)  (Result_Phishing)            0.278878            0.443057  0.171958    0.616607  1.391709               1.0  0.048399    1.452668       0.390307  0.312664   0.311612    0.502362  0.489199        0.388118        0.616607        521.846265
281609                                                                  (SFH_Empty_or_Blank, Request_URL_ReqURL_HighExtContent, Google_Index_Indexed by Google)  (Result_Phishing)            0.277341            0.443057  0.170963    0.616438  1.391328               1.0  0.048086    1.452029       0.389205  0.311162   0.311308    0.501155  0.487715        0.385872        0.616438        516.857261
206189                                             (Links_in_tags_greater_than_%81_Anchor, HTTPS_token_No_HTTPS_Token_In_Domain, Redirect_Redirect_between_2-4)  (Result_Phishing)            0.283673            0.443057  0.174853    0.616390  1.391220               1.0  0.049170    1.451847       0.392567  0.316833   0.311222    0.505521  0.493213        0.394651        0.616390        533.035156
281530                                                                          (Page_Rank_PageRank_Low, Request_URL_ReqURL_HighExtContent, RightClick_Enabled)  (Result_Phishing)            0.301402            0.443057  0.185708    0.616146  1.390669               1.0  0.052169    1.450925       0.402122  0.332362   0.310784    0.517649  0.508191        0.419151        0.616146        579.090306
310047                                                            (Iframe_No_IFrame, Domain_registeration_length_Domain_LongTerm, Abnormal_URL_hostname_in_URL)  (Result_Phishing)            0.268838            0.443057  0.165626    0.616083  1.390527               1.0  0.046516    1.450686       0.384112  0.303196   0.310671    0.494955  0.479904        0.373826        0.616083        493.159377
216282                          (Statistical_report_Dont Belong to Top Phishing IPs/Domains, Shortining_Service_No_Shortining, having_Sub_Domain_One_SubDomain)  (Result_Phishing)            0.244324            0.443057  0.150520    0.616068  1.390493               1.0  0.042271    1.450629       0.371628  0.280371   0.310644    0.477899  0.457490        0.339731        0.616068        433.575027
206253                                                                  (Links_in_tags_greater_than_%81_Anchor, Iframe_No_IFrame, having_At_Symbol_no_@_symbol)  (Result_Phishing)            0.297784            0.443057  0.183446    0.616039  1.390427               1.0  0.051511    1.450518       0.399872  0.329114   0.310591    0.515043  0.505043        0.414047        0.616039        568.483119
310344               (double_slash_redirecting_last_position_less_than_7, Submitting_to_email_not_using_mail_func, Domain_registeration_length_Domain_LongTerm)  (Result_Phishing)            0.251108            0.443057  0.154591    0.615634  1.389513               1.0  0.043335    1.448990       0.374317  0.286505   0.309864    0.482276  0.463471        0.348918        0.615634        447.397476
309968                      (Shortining_Service_No_Shortining, double_slash_redirecting_last_position_less_than_7, Domain_registeration_length_Domain_LongTerm)  (Result_Phishing)            0.291271            0.443057  0.179285    0.615528  1.389273               1.0  0.050236    1.448591       0.395355  0.323012   0.309674    0.510091  0.499076        0.404655        0.615528        547.690078
310161                                                  (HTTPS_token_No_HTTPS_Token_In_Domain, port_Port_Standard, Domain_registeration_length_Domain_LongTerm)  (Result_Phishing)            0.255631            0.443057  0.157304    0.615357  1.388889               1.0  0.044045    1.447948       0.376157  0.290560   0.309368    0.485200  0.467417        0.355043        0.615357        456.755444
281561                                                                (Page_Rank_PageRank_Low, Request_URL_ReqURL_HighExtContent, having_At_Symbol_no_@_symbol)  (Result_Phishing)            0.265219            0.443057  0.163184    0.615280  1.388713               1.0  0.045677    1.447656       0.380942  0.299369   0.309228    0.491797  0.476042        0.368314        0.615280        479.638734
281545                                                                            (Page_Rank_PageRank_Low, Iframe_No_IFrame, Request_URL_ReqURL_HighExtContent)  (Result_Phishing)            0.281592            0.443057  0.173225    0.615162  1.388448               1.0  0.048463    1.447214       0.389432  0.314140   0.309017    0.503069  0.490422        0.390976        0.615162        520.143797
216232                                                      (Shortining_Service_No_Shortining, having_Sub_Domain_One_SubDomain, Google_Index_Indexed by Google)  (Result_Phishing)            0.254003            0.443057  0.156219    0.615028  1.388146               1.0  0.043681    1.446711       0.374820  0.288844   0.308777    0.483811  0.465677        0.352593        0.615028        451.128330
216212                                                           (having_Sub_Domain_One_SubDomain, Redirect_Redirect_between_2-4, Abnormal_URL_hostname_in_URL)  (Result_Phishing)            0.252555            0.443057  0.155314    0.614971  1.388017               1.0  0.043418    1.446496       0.374005  0.287460   0.308674    0.482761  0.464305        0.350551        0.614971        447.391765
206166                                                     (Links_in_tags_greater_than_%81_Anchor, Redirect_Redirect_between_2-4, Abnormal_URL_hostname_in_URL)  (Result_Phishing)            0.290819            0.443057  0.178833    0.614930  1.387924               1.0  0.049984    1.446341       0.394116  0.322197   0.308600    0.509282  0.498204        0.403634        0.614930        542.708209
310445                  (HTTPS_token_No_HTTPS_Token_In_Domain, double_slash_redirecting_last_position_less_than_7, Domain_registeration_length_Domain_LongTerm)  (Result_Phishing)            0.282768            0.443057  0.173858    0.614843  1.387728               1.0  0.048576    1.446015       0.389550  0.314979   0.308444    0.503624  0.491190        0.392405        0.614843        521.234840
206285                                                     (Links_in_tags_greater_than_%81_Anchor, having_At_Symbol_no_@_symbol, Redirect_Redirect_between_2-4)  (Result_Phishing)            0.274717            0.443057  0.168883    0.614751  1.387521               1.0  0.047167    1.445671       0.385078  0.307680   0.308279    0.497964  0.484075        0.381176        0.614751        500.238459
281565                                                                          (Page_Rank_PageRank_Low, port_Port_Standard, Request_URL_ReqURL_HighExtContent)  (Result_Phishing)            0.265219            0.443057  0.163003    0.614598  1.387174               1.0  0.045496    1.445093       0.379854  0.298938   0.308003    0.491251  0.475514        0.367905        0.614598        475.846806
216173                                                  (Iframe_No_IFrame, having_Sub_Domain_One_SubDomain, on_mouseover_onMouseOver_doesnt_Changes_Status_Bar)  (Result_Phishing)            0.279059            0.443057  0.171506    0.614587  1.387149               1.0  0.047867    1.445053       0.387129  0.311483   0.307984    0.500842  0.487755        0.387097        0.614587        510.224878
310341                                     (Submitting_to_email_not_using_mail_func, Domain_registeration_length_Domain_LongTerm, Abnormal_URL_hostname_in_URL)  (Result_Phishing)            0.256264            0.443057  0.157485    0.614543  1.387050               1.0  0.043946    1.444889       0.375194  0.290651   0.307905    0.484997  0.467376        0.355451        0.614543        453.954107
206422                                         (Links_in_tags_greater_than_%81_Anchor, Submitting_to_email_not_using_mail_func, Google_Index_Indexed by Google)  (Result_Phishing)            0.244686            0.443057  0.150339    0.614418  1.386768               1.0  0.041929    1.444420       0.369249  0.279751   0.307680    0.476870  0.456602        0.339322        0.614418        426.176553
309922                                                        (double_slash_redirecting_last_position_less_than_7, Domain_registeration_length_Domain_LongTerm)  (Result_Phishing)            0.296246            0.443057  0.181999    0.614351  1.386617               1.0  0.050745    1.444170       0.396190  0.326570   0.307561    0.512566  0.502358        0.410780        0.614351        553.353702
206153                               (Links_in_tags_greater_than_%81_Anchor, double_slash_redirecting_last_position_less_than_7, Redirect_Redirect_between_2-4)  (Result_Phishing)            0.301131            0.443057  0.184894    0.613998  1.385821               1.0  0.051476    1.442850       0.398366  0.330584   0.306927    0.515656  0.506191        0.417313        0.613998        564.077330
216169                                                (having_Sub_Domain_One_SubDomain, on_mouseover_onMouseOver_doesnt_Changes_Status_Bar, RightClick_Enabled)  (Result_Phishing)            0.282044            0.443057  0.173134    0.613855  1.385498               1.0  0.048172    1.442315       0.387542  0.313668   0.306670    0.502313  0.489773        0.390772        0.613855        513.418531
206205  (Links_in_tags_greater_than_%81_Anchor, Statistical_report_Dont Belong to Top Phishing IPs/Domains, on_mouseover_onMouseOver_doesnt_Changes_Status_Bar)  (Result_Phishing)            0.291633            0.443057  0.179014    0.613834  1.385450               1.0  0.049804    1.442235       0.392752  0.322155   0.306632    0.508938  0.498011        0.404042        0.613834        537.924531
216199                                                       (Shortining_Service_No_Shortining, having_Sub_Domain_One_SubDomain, Redirect_Redirect_between_2-4)  (Result_Phishing)            0.262777            0.443057  0.161284    0.613769  1.385304               1.0  0.044859    1.441995       0.377277  0.296179   0.306516    0.488898  0.472682        0.364026        0.613769        465.376601
281578                                                                    (Page_Rank_PageRank_Low, Request_URL_ReqURL_HighExtContent, Favicon_Favicon_Internal)  (Result_Phishing)            0.254545            0.443057  0.156219    0.613717  1.385186               1.0  0.043441    1.441800       0.373028  0.288555   0.306422    0.483155  0.465180        0.352593        0.613717        445.547881
309928                                                                              (Domain_registeration_length_Domain_LongTerm, Abnormal_URL_hostname_in_URL)  (Result_Phishing)            0.292447            0.443057  0.179466    0.613672  1.385083               1.0  0.049896    1.441630       0.392934  0.322759   0.306341    0.509367  0.498574        0.405063        0.613672        539.021264
310142                                                      (Shortining_Service_No_Shortining, port_Port_Standard, Domain_registeration_length_Domain_LongTerm)  (Result_Phishing)            0.263863            0.443057  0.161918    0.613644  1.385022               1.0  0.045011    1.441527       0.377633  0.297095   0.306291    0.489550  0.473560        0.365455        0.613644        467.301808
216207                                                                       (Iframe_No_IFrame, having_Sub_Domain_One_SubDomain, Redirect_Redirect_between_2-4)  (Result_Phishing)            0.258526            0.443057  0.158571    0.613366  1.384394               1.0  0.044029    1.440490       0.374473  0.292021   0.305792    0.485634  0.468534        0.357901        0.613366        453.073331
216228                                    (double_slash_redirecting_last_position_less_than_7, having_Sub_Domain_One_SubDomain, Google_Index_Indexed by Google)  (Result_Phishing)            0.255631            0.443057  0.156762    0.613234  1.384097               1.0  0.043502    1.440000       0.372808  0.289267   0.305555    0.483526  0.465804        0.353818        0.613234        445.568187
310104                      (Shortining_Service_No_Shortining, Domain_registeration_length_Domain_LongTerm, on_mouseover_onMouseOver_doesnt_Changes_Status_Bar)  (Result_Phishing)            0.268928            0.443057  0.164903    0.613185  1.383986               1.0  0.045752    1.439818       0.379510  0.301422   0.305468    0.492689  0.477727        0.372193        0.613185        476.996755
206571                                 (Links_in_tags_greater_than_%81_Anchor, Statistical_report_Dont Belong to Top Phishing IPs/Domains, URL_Length_long_URL)  (Result_Phishing)            0.269109            0.443057  0.164993    0.613109  1.383814               1.0  0.045762    1.439534       0.379482  0.301537   0.305331    0.492753  0.477828        0.372397        0.613109        477.008810
216224                                                                      (Iframe_No_IFrame, having_Sub_Domain_One_SubDomain, Google_Index_Indexed by Google)  (Result_Phishing)            0.258164            0.443057  0.158209    0.612824  1.383171               1.0  0.043828    1.438474       0.373429  0.291354   0.304819    0.484954  0.467793        0.357085        0.612824        449.345405
309975                                    (double_slash_redirecting_last_position_less_than_7, Domain_registeration_length_Domain_LongTerm, RightClick_Enabled)  (Result_Phishing)            0.286477            0.443057  0.175486    0.612567  1.382591               1.0  0.048561    1.437520       0.387822  0.316735   0.304358    0.504324  0.492570        0.396080        0.612567        516.842673
310468                                                 (HTTPS_token_No_HTTPS_Token_In_Domain, Domain_registeration_length_Domain_LongTerm, URL_Length_long_URL)  (Result_Phishing)            0.270104            0.443057  0.165445    0.612525  1.382496               1.0  0.045774    1.437364       0.379055  0.302064   0.304282    0.492971  0.478255        0.373418        0.612525        476.137237
281446                                               (Request_URL_ReqURL_HighExtContent, Submitting_to_email_not_using_mail_func, Abnormal_URL_hostname_in_URL)  (Result_Phishing)            0.301131            0.443057  0.184351    0.612196  1.381753               1.0  0.050933    1.436144       0.395326  0.329294   0.303691    0.514142  0.504705        0.416088        0.612196        552.245147
206212                                  (Links_in_tags_greater_than_%81_Anchor, Statistical_report_Dont Belong to Top Phishing IPs/Domains, port_Port_Standard)  (Result_Phishing)            0.289462            0.443057  0.177205    0.612187  1.381734               1.0  0.048957    1.436113       0.388820  0.319107   0.303676    0.506073  0.494823        0.399959        0.612187        522.075966
281518                                                      (HTTPS_token_No_HTTPS_Token_In_Domain, Request_URL_ReqURL_HighExtContent, Favicon_Favicon_Internal)  (Result_Phishing)            0.286658            0.443057  0.175396    0.611865  1.381006               1.0  0.048390    1.434919       0.386757  0.316416   0.303097    0.503870  0.492161        0.395876        0.611865        513.023497
281696                                              (HTTPS_token_No_HTTPS_Token_In_Domain, Request_URL_ReqURL_HighExtContent, popUpWidnow_No_Popup_Text_Fields)  (Result_Phishing)            0.285934            0.443057  0.174943    0.611832  1.380931               1.0  0.048258    1.434797       0.386310  0.315755   0.303037    0.503343  0.491513        0.394855        0.611832        511.008470
216045                                                                                        (having_Sub_Domain_One_SubDomain, Google_Index_Indexed by Google)  (Result_Phishing)            0.282135            0.443057  0.172501    0.611414  1.379988               1.0  0.047499    1.433254       0.383576  0.312111   0.302287    0.500378  0.487903        0.389343        0.611414        499.070234
310043                          (double_slash_redirecting_last_position_less_than_7, Domain_registeration_length_Domain_LongTerm, Abnormal_URL_hostname_in_URL)  (Result_Phishing)            0.281863            0.443057  0.172320    0.611361  1.379868               1.0  0.047439    1.433058       0.383343  0.311835   0.302191    0.500147  0.487626        0.388934        0.611361        498.086885
310039                                                          (Domain_registeration_length_Domain_LongTerm, Abnormal_URL_hostname_in_URL, RightClick_Enabled)  (Result_Phishing)            0.282316            0.443057  0.172592    0.611343  1.379827               1.0  0.047510    1.432991       0.383555  0.312224   0.302159    0.500445  0.488003        0.389547        0.611343        499.092562
216041                                                                    (having_Sub_Domain_One_SubDomain, on_mouseover_onMouseOver_doesnt_Changes_Status_Bar)  (Result_Phishing)            0.284396            0.443057  0.173858    0.611323  1.379783               1.0  0.047854    1.432919       0.384638  0.314052   0.302124    0.501864  0.489782        0.392405        0.611323        504.116289
281499                                                              (Request_URL_ReqURL_HighExtContent, Favicon_Favicon_Internal, Abnormal_URL_hostname_in_URL)  (Result_Phishing)            0.297060            0.443057  0.181547    0.611145  1.379381               1.0  0.049932    1.432263       0.391267  0.325020   0.301804    0.510452  0.500422        0.409759        0.611145        534.915778
216221                                                                    (having_Sub_Domain_One_SubDomain, Google_Index_Indexed by Google, RightClick_Enabled)  (Result_Phishing)            0.269561            0.443057  0.164722    0.611074  1.379220               1.0  0.045291    1.432001       0.376421  0.300644   0.301676    0.491429  0.476642        0.371784        0.611074        466.729567
281494                                                          (Shortining_Service_No_Shortining, Request_URL_ReqURL_HighExtContent, Favicon_Favicon_Internal)  (Result_Phishing)            0.299955            0.443057  0.183265    0.610977  1.379002               1.0  0.050368    1.431645       0.392600  0.327408   0.301503    0.512308  0.502716        0.413638        0.610977        541.278746
216043                                                                                         (having_Sub_Domain_One_SubDomain, Redirect_Redirect_between_2-4)  (Result_Phishing)            0.283582            0.443057  0.173225    0.610845  1.378705               1.0  0.047582    1.431160       0.383409  0.313011   0.301266    0.500911  0.488698        0.390976        0.610845        499.254185
205822                                                                                              (Links_in_tags_greater_than_%81_Anchor, RightClick_Enabled)  (Result_Phishing)            0.343464            0.443057  0.209769    0.610745  1.378479               1.0  0.057595    1.430792       0.418199  0.363708   0.301086    0.542102  0.537738        0.473459        0.610745        659.045372
206249                                                                (Links_in_tags_greater_than_%81_Anchor, having_At_Symbol_no_@_symbol, RightClick_Enabled)  (Result_Phishing)            0.303392            0.443057  0.185256    0.610614  1.378183               1.0  0.050835    1.430310       0.393919  0.330110   0.300851    0.514372  0.505288        0.418130        0.610614        547.807668
83938                                                   (SFH_Empty_or_Blank, Prefix_Suffix_Has_PrefixSuffix, Links_pointing_to_page_have 1 or 2 links pointing)  (Result_Phishing)            0.381185            0.443057  0.232745    0.610584  1.378114               1.0  0.063859    1.430199       0.443381  0.393485   0.300796    0.567950  0.566348        0.525316        0.610584        774.514205
281665                                                  (Shortining_Service_No_Shortining, Request_URL_ReqURL_HighExtContent, popUpWidnow_No_Popup_Text_Fields)  (Result_Phishing)            0.298869            0.443057  0.182451    0.610472  1.377862               1.0  0.050035    1.429789       0.391137  0.326112   0.300596    0.511136  0.501391        0.411801        0.610472        535.251463
216196                                                                     (having_Sub_Domain_One_SubDomain, Redirect_Redirect_between_2-4, RightClick_Enabled)  (Result_Phishing)            0.271461            0.443057  0.165717    0.610463  1.377842               1.0  0.045444    1.429756       0.376407  0.301961   0.300580    0.492247  0.477841        0.374030        0.610463        467.824929
216314                                                             (Iframe_No_IFrame, Submitting_to_email_not_using_mail_func, having_Sub_Domain_One_SubDomain)  (Result_Phishing)            0.261692            0.443057  0.159747    0.610439  1.377787               1.0  0.043802    1.429667       0.371388  0.293112   0.300536    0.485497  0.469145        0.360555        0.610439        444.892744
281670                                                      (Request_URL_ReqURL_HighExtContent, popUpWidnow_No_Popup_Text_Fields, Abnormal_URL_hostname_in_URL)  (Result_Phishing)            0.294889            0.443057  0.179919    0.610123  1.377074               1.0  0.049266    1.428507       0.388340  0.322419   0.299969    0.508103  0.497756        0.406084        0.610123        522.952309
281466                                       (HTTPS_token_No_HTTPS_Token_In_Domain, Request_URL_ReqURL_HighExtContent, Submitting_to_email_not_using_mail_func)  (Result_Phishing)            0.287200            0.443057  0.175215    0.610079  1.376974               1.0  0.047969    1.428346       0.384077  0.315678   0.299890    0.502773  0.491189        0.395468        0.610079        503.558044
310151                                                          (port_Port_Standard, Domain_registeration_length_Domain_LongTerm, Abnormal_URL_hostname_in_URL)  (Result_Phishing)            0.261149            0.443057  0.159294    0.609976  1.376742               1.0  0.043591    1.427969       0.370369  0.292331   0.299705    0.484755  0.468303        0.359535        0.609976        441.191702
281586                                                                         (Page_Rank_PageRank_Low, Request_URL_ReqURL_HighExtContent, URL_Length_long_URL)  (Result_Phishing)            0.294980            0.443057  0.179919    0.609936  1.376651               1.0  0.049226    1.427822       0.388073  0.322366   0.299633    0.508010  0.497680        0.406084        0.609936        522.008677
216305                                                           (Submitting_to_email_not_using_mail_func, having_Sub_Domain_One_SubDomain, RightClick_Enabled)  (Result_Phishing)            0.264586            0.443057  0.161375    0.609915  1.376604               1.0  0.044148    1.427745       0.372001  0.295413   0.299595    0.487072  0.471327        0.364230        0.609915        448.758782
216051                                                                               (Submitting_to_email_not_using_mail_func, having_Sub_Domain_One_SubDomain)  (Result_Phishing)            0.266124            0.443057  0.162280    0.609789  1.376321               1.0  0.044371    1.427287       0.372577  0.296725   0.299370    0.488031  0.472598        0.366272        0.609789        451.633839
216309                                                           (port_Port_Standard, Submitting_to_email_not_using_mail_func, having_Sub_Domain_One_SubDomain)  (Result_Phishing)            0.264405            0.443057  0.161194    0.609648  1.376001               1.0  0.044047    1.426769       0.371477  0.295082   0.299116    0.486735  0.470960        0.363822        0.609648        446.908442
281692                                                            (Page_Rank_PageRank_Low, Request_URL_ReqURL_HighExtContent, popUpWidnow_No_Popup_Text_Fields)  (Result_Phishing)            0.251832            0.443057  0.153505    0.609555  1.375791               1.0  0.041929    1.426429       0.365086  0.283542   0.298949    0.478011  0.459555        0.346468        0.609555        418.035500
310067                                           (Shortining_Service_No_Shortining, Domain_registeration_length_Domain_LongTerm, Redirect_Redirect_between_2-4)  (Result_Phishing)            0.280235            0.443057  0.170782    0.609425  1.375500               1.0  0.046622    1.425957       0.379279  0.309103   0.298717    0.497444  0.484676        0.385463        0.609425        482.791850
205842                                                                                   (Links_in_tags_greater_than_%81_Anchor, Redirect_Redirect_between_2-4)  (Result_Phishing)            0.315152            0.443057  0.191949    0.609070  1.374698               1.0  0.052319    1.424661       0.397997  0.338978   0.298078    0.521154  0.513685        0.433238        0.609070        568.192216
216203                                     (double_slash_redirecting_last_position_less_than_7, having_Sub_Domain_One_SubDomain, Redirect_Redirect_between_2-4)  (Result_Phishing)            0.264134            0.443057  0.160832    0.608904  1.374323               1.0  0.043806    1.424056       0.370134  0.294371   0.297781    0.485955  0.470144        0.363005        0.608904        442.310358
206200                                    (Links_in_tags_greater_than_%81_Anchor, Statistical_report_Dont Belong to Top Phishing IPs/Domains, Iframe_No_IFrame)  (Result_Phishing)            0.298688            0.443057  0.181818    0.608722  1.373912               1.0  0.049482    1.423393       0.388061  0.324717   0.297454    0.509547  0.499802        0.410372        0.608722        523.666441
281321                                                                (Shortining_Service_No_Shortining, port_Port_Standard, Request_URL_ReqURL_HighExtContent)  (Result_Phishing)            0.312528            0.443057  0.190231    0.608683  1.373824               1.0  0.051763    1.423252       0.395805  0.336480   0.297384    0.519021  0.511218        0.429359        0.608683        558.698932
216054                                                                                              (having_Sub_Domain_One_SubDomain, Favicon_Favicon_Internal)  (Result_Phishing)            0.266033            0.443057  0.161918    0.608637  1.373719               1.0  0.044050    1.423083       0.370656  0.295917   0.297300    0.487046  0.471624        0.365455        0.608637        445.204195
281449                         (double_slash_redirecting_last_position_less_than_7, Request_URL_ReqURL_HighExtContent, Submitting_to_email_not_using_mail_func)  (Result_Phishing)            0.295432            0.443057  0.179738    0.608389  1.373162               1.0  0.048844    1.422185       0.385702  0.321677   0.296857    0.507033  0.496799        0.405676        0.608389        513.495644
309979                                   (double_slash_redirecting_last_position_less_than_7, Domain_registeration_length_Domain_LongTerm, URL_Length_long_URL)  (Result_Phishing)            0.275531            0.443057  0.167616    0.608339  1.373047               1.0  0.045540    1.422001       0.375024  0.304219   0.296766    0.493328  0.479735        0.378318        0.608339        465.465710
216056                                                                                      (having_Sub_Domain_One_SubDomain, popUpWidnow_No_Popup_Text_Fields)  (Result_Phishing)            0.262325            0.443057  0.159566    0.608276  1.372905               1.0  0.043341    1.421772       0.368208  0.292343   0.296653    0.484211  0.468048        0.360147        0.608276        434.889857
310087                                       (HTTPS_token_No_HTTPS_Token_In_Domain, Domain_registeration_length_Domain_LongTerm, Redirect_Redirect_between_2-4)  (Result_Phishing)            0.271370            0.443057  0.164993    0.608000  1.372283               1.0  0.044761    1.420772       0.372325  0.300296   0.296157    0.490198  0.475833        0.372397        0.608000        453.951523
216330                                                                          (having_Sub_Domain_One_SubDomain, Favicon_Favicon_Internal, RightClick_Enabled)  (Result_Phishing)            0.265038            0.443057  0.161104    0.607850  1.371944               1.0  0.043676    1.420228       0.368872  0.294526   0.295888    0.485734  0.470133        0.363618        0.607850        438.739623
281326                                                                    (port_Port_Standard, Request_URL_ReqURL_HighExtContent, Abnormal_URL_hostname_in_URL)  (Result_Phishing)            0.308820            0.443057  0.187698    0.607791  1.371812               1.0  0.050873    1.420016       0.392136  0.332692   0.295783    0.515717  0.507431        0.423642        0.607791        543.210489
216361                                  (popUpWidnow_No_Popup_Text_Fields, having_Sub_Domain_One_SubDomain, on_mouseover_onMouseOver_doesnt_Changes_Status_Bar)  (Result_Phishing)            0.261239            0.443057  0.158752    0.607687  1.371576               1.0  0.043008    1.419638       0.366711  0.290997   0.295595    0.482998  0.466626        0.358310        0.607687        429.376698
216249                                                                                  (Iframe_No_IFrame, port_Port_Standard, having_Sub_Domain_One_SubDomain)  (Result_Phishing)            0.277250            0.443057  0.168431    0.607504  1.371163               1.0  0.045593    1.418977       0.374531  0.305196   0.295267    0.493830  0.480568        0.380155        0.607504        464.752789
310146                                    (port_Port_Standard, double_slash_redirecting_last_position_less_than_7, Domain_registeration_length_Domain_LongTerm)  (Result_Phishing)            0.262687            0.443057  0.159566    0.607438  1.371014               1.0  0.043181    1.418738       0.367026  0.292150   0.295148    0.483793  0.467725        0.360147        0.607438        431.295596
216348                                                     (Submitting_to_email_not_using_mail_func, having_Sub_Domain_One_SubDomain, Favicon_Favicon_Internal)  (Result_Phishing)            0.250927            0.443057  0.152420    0.607426  1.370987               1.0  0.041245    1.418695       0.361245  0.281443   0.295127    0.475722  0.457127        0.344018        0.607426        405.461856
310202                                        (HTTPS_token_No_HTTPS_Token_In_Domain, Domain_registeration_length_Domain_LongTerm, having_At_Symbol_no_@_symbol)  (Result_Phishing)            0.251832            0.443057  0.152962    0.607399  1.370927               1.0  0.041387    1.418598       0.361639  0.282257   0.295079    0.476321  0.457931        0.345243        0.607399        407.283273
216345                                          (having_Sub_Domain_One_SubDomain, on_mouseover_onMouseOver_doesnt_Changes_Status_Bar, Favicon_Favicon_Internal)  (Result_Phishing)            0.262415            0.443057  0.159385    0.607377  1.370876               1.0  0.043120    1.418517       0.366791  0.291867   0.295038    0.483558  0.467437        0.359739        0.607377        430.370625
310108    (double_slash_redirecting_last_position_less_than_7, on_mouseover_onMouseOver_doesnt_Changes_Status_Bar, Domain_registeration_length_Domain_LongTerm)  (Result_Phishing)            0.267933            0.443057  0.162732    0.607360  1.370838               1.0  0.044022    1.418456       0.369528  0.296816   0.295008    0.487326  0.472312        0.367293        0.607360        442.641276
310113                          (Domain_registeration_length_Domain_LongTerm, on_mouseover_onMouseOver_doesnt_Changes_Status_Bar, Abnormal_URL_hostname_in_URL)  (Result_Phishing)            0.264677            0.443057  0.160742    0.607314  1.370734               1.0  0.043475    1.418289       0.367816  0.293865   0.294925    0.485057  0.469398        0.362801        0.607314        435.080451
216358                                                                  (having_Sub_Domain_One_SubDomain, popUpWidnow_No_Popup_Text_Fields, RightClick_Enabled)  (Result_Phishing)            0.261601            0.443057  0.158842    0.607192  1.370459               1.0  0.042938    1.417850       0.366086  0.291018   0.294707    0.482853  0.466569        0.358514        0.607192        427.600511
216245                                                                                (port_Port_Standard, having_Sub_Domain_One_SubDomain, RightClick_Enabled)  (Result_Phishing)            0.280054            0.443057  0.169968    0.606912  1.369827               1.0  0.045888    1.416840       0.375002  0.307277   0.294204    0.495269  0.482522        0.383626        0.606912        467.895194
216334                                                                            (Iframe_No_IFrame, having_Sub_Domain_One_SubDomain, Favicon_Favicon_Internal)  (Result_Phishing)            0.264405            0.443057  0.160470    0.606911  1.369824               1.0  0.043324    1.416835       0.367022  0.293369   0.294201    0.484550  0.468846        0.362189        0.606911        432.344529
310286          (HTTPS_token_No_HTTPS_Token_In_Domain, Statistical_report_Dont Belong to Top Phishing IPs/Domains, Domain_registeration_length_Domain_LongTerm)  (Result_Phishing)            0.251922            0.443057  0.152872    0.606822  1.369624               1.0  0.041256    1.416516       0.360755  0.281996   0.294043    0.475931  0.457578        0.345039        0.606822        404.621757
216367                                                                    (Iframe_No_IFrame, having_Sub_Domain_One_SubDomain, popUpWidnow_No_Popup_Text_Fields)  (Result_Phishing)            0.261239            0.443057  0.158480    0.606648  1.369231               1.0  0.042736    1.415889       0.365021  0.290355   0.293730    0.482173  0.465829        0.357697        0.606648        423.975222
281339                                                            (HTTPS_token_No_HTTPS_Token_In_Domain, port_Port_Standard, Request_URL_ReqURL_HighExtContent)  (Result_Phishing)            0.296789            0.443057  0.179919    0.606218  1.368260               1.0  0.048424    1.414341       0.382736  0.321325   0.292957    0.506151  0.496161        0.406084        0.606218        503.359574
216373                                                            (having_Sub_Domain_One_SubDomain, popUpWidnow_No_Popup_Text_Fields, Favicon_Favicon_Internal)  (Result_Phishing)            0.260697            0.443057  0.158028    0.606176  1.368166               1.0  0.042525    1.414192       0.363984  0.289574   0.292883    0.481426  0.464982        0.356676        0.606176        420.347975
